id,gender,age,edu,hs1,hs2,hs3,hs4,hs5,hs6,bs1,bs2,bs3,bs4,bs5,bs6,gpg1,gpg2,gpg3,gpg4
1042,2,24,4,3,3,4,4,3,3,6,5,5,6,5,5,3,1,3,4
1043,1,45,2,3,5,3,4,3,3,3,3,4,2,4,2,2,3,3,3
1044,2,19,4,2,2,3,3,4,4,3,3,3,2,3,4,3,3,3,2
1045,1,32,5,2,3,3,2,2,1,2,4,3,3,3,3,2,3,3,2
1046,2,24,5,5,4,4,5,4,3,3,4,4,3,3,4,2,1,2,2
1047,1,32,3,3,4,3,2,3,3,3,3,3,3,3,3,1,3,3,1
1048,2,18,4,2,2,3,3,3,3,4,2,3,3,2,3,2,4,3,4
1049,1,35,4,3,3,4,4,4,4,4,5,4,3,4,4,4,5,5,4
1050,1,38,4,4,3,3,3,3,2,4,4,4,3,4,4,3,3,2,2
1051,2,19,4,5,5,5,4,5,5,4,4,5,5,4,4,3,3,4,3
1052,2,33,3,4,3,3,4,4,3,3,3,2,3,2,4,2,3,3,4
1053,2,32,2,4,3,3,2,4,2,2,4,2,6,4,3,3,2,3,3
1054,1,28,2,3,3,4,1,3,4,3,4,2,3,3,3,4,4,3,4
1055,2,33,2,3,2,3,3,3,4,4,3,4,3,5,5,4,3,3,3
1056,2,25,4,5,4,2,3,3,5,6,5,5,4,5,6,4,2,2,2
1057,1,20,4,4,3,5,4,4,3,3,3,4,3,3,3,2,3,3,2
1058,2,32,2,3,4,3,4,4,5,4,3,3,2,4,4,4,2,2,3
1059,2,37,3,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3
1060,2,32,3,4,2,3,4,3,3,4,3,2,1,3,4,3,2,3,2
1061,2,30,4,3,3,3,3,4,2,4,3,3,3,3,3,3,3,3,2
1062,2,18,2,1,1,1,2,2,2,5,4,2,3,3,2,2,2,1,3
1063,2,24,2,4,3,3,2,5,3,2,3,3,3,3,3,1,4,2,4
1064,2,19,2,4,3,5,4,4,4,3,6,4,4,5,4,3,3,4,4
1065,2,36,2,2,4,3,3,2,3,4,4,3,3,3,4,2,3,2,4
1066,2,25,2,5,3,4,4,5,4,6,4,5,4,4,5,3,2,4,4
1067,2,30,4,3,3,2,3,3,4,5,3,3,5,4,3,3,2,1,1
1068,1,34,4,3,2,3,2,1,1,2,3,5,3,2,2,1,1,3,3
1069,2,18,4,3,3,3,1,3,3,3,4,4,4,4,4,2,2,2,1
1070,1,18,2,4,3,4,2,5,3,4,4,5,4,4,4,5,6,5,5
1071,1,25,3,5,5,5,5,5,4,5,4,6,6,5,5,3,3,4,2
1072,2,18,2,4,2,3,4,3,2,4,4,2,4,3,4,3,3,1,3
1073,1,24,3,4,3,3,3,4,4,4,4,6,4,3,5,5,4,4,4
1074,2,18,3,2,1,4,3,2,2,2,3,4,4,3,2,1,3,1,2
1075,2,22,3,3,2,3,4,4,2,2,2,4,3,4,3,3,2,1,1
1076,1,41,5,4,5,5,4,4,3,5,5,6,4,5,5,3,2,2,3
1077,1,33,4,3,4,4,4,4,3,4,6,6,5,4,4,3,3,2,3
1078,2,29,4,4,3,4,3,4,4,3,3,2,4,3,3,4,3,2,2
1079,1,25,1,5,5,4,4,4,5,4,3,5,4,5,4,3,3,4,5
1080,2,36,3,3,2,2,3,2,2,3,3,3,3,3,2,2,1,3,2
1081,2,31,2,2,2,2,3,4,3,3,3,2,3,4,3,3,2,1,2
1082,2,30,3,5,3,4,5,5,4,4,5,4,4,5,4,4,3,3,3
1083,2,28,2,2,4,3,4,4,4,3,4,3,3,4,2,2,2,3,3
1084,1,23,2,3,4,4,4,5,5,5,6,5,4,5,3,3,4,3,2
1085,1,32,4,5,4,4,6,3,4,5,6,5,6,6,5,4,3,2,2
1086,2,18,2,4,3,3,4,4,4,5,4,5,5,4,3,4,5,3,4
1087,2,28,4,4,3,2,4,4,3,5,3,4,5,5,4,2,4,4,2
1088,1,18,2,4,5,4,4,4,5,5,4,5,5,5,4,3,3,4,5
1089,2,24,4,5,4,5,5,4,5,4,4,3,4,4,3,2,4,2,3
1090,2,22,4,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3
1091,2,41,4,2,2,3,2,3,2,3,3,4,4,3,3,2,2,1,3
1092,2,19,3,2,3,3,3,3,4,5,3,5,4,4,4,2,3,2,2
1093,2,25,4,2,2,4,3,3,3,3,4,4,4,4,5,4,3,4,3
1094,2,21,2,2,5,2,4,1,4,2,3,4,2,2,3,3,1,3,2
1095,2,26,3,2,3,4,4,2,2,3,5,3,5,5,4,3,1,3,3
1096,2,29,3,3,4,5,3,4,4,4,4,4,3,3,5,2,3,2,2
1097,1,37,4,3,4,4,2,2,3,5,6,4,5,5,5,4,3,4,2
1098,2,38,1,4,2,2,3,3,3,3,3,2,2,3,3,2,1,3,3
1099,1,18,4,2,2,4,2,4,2,3,4,3,5,3,4,2,3,3,4
1100,1,20,3,3,4,3,4,5,4,3,4,4,5,5,3,3,3,3,2
1101,2,30,4,5,5,4,4,3,4,3,3,3,3,3,4,3,3,2,3
1102,2,40,4,3,1,4,4,4,3,4,4,4,4,5,4,2,3,3,3
1103,2,24,2,2,4,2,2,3,3,4,3,5,4,4,4,3,3,3,3
1104,2,31,4,5,4,2,5,4,2,3,5,2,3,4,4,2,2,3,2
1105,1,22,5,6,6,6,5,4,5,4,4,5,3,3,5,4,3,4,4
1106,1,30,4,4,4,4,3,4,4,4,5,3,4,3,4,5,4,4,4
1107,2,32,4,4,2,3,3,2,3,2,2,3,2,3,3,2,2,4,3
1108,1,18,4,4,5,2,5,4,6,4,4,4,4,2,3,5,4,4,4
1109,2,18,5,3,3,2,3,3,5,3,4,4,4,3,2,3,3,2,2
1110,1,36,4,4,4,4,5,4,5,5,5,4,6,5,4,4,3,3,2
1111,1,18,5,6,5,5,5,6,5,5,5,6,5,3,5,5,3,4,4
1112,1,20,5,3,3,3,2,3,3,3,3,3,4,3,1,2,3,2,2
1113,1,24,3,5,4,5,5,3,4,6,5,4,4,5,5,1,2,2,1
1114,1,35,4,4,4,3,3,2,3,4,5,4,5,4,4,3,3,2,2
1115,1,18,2,3,2,3,3,2,3,4,4,5,4,5,4,3,3,3,3
1116,2,35,2,4,3,5,4,3,3,4,5,4,5,5,4,3,5,3,5
1117,2,31,2,2,2,3,4,3,2,3,4,3,4,3,5,3,2,3,4
1118,1,21,2,4,3,4,4,3,4,2,2,3,4,3,4,2,3,3,4
1119,1,42,4,6,4,4,4,4,3,4,4,5,3,3,4,5,3,4,4
1120,1,28,3,4,5,4,3,3,3,5,4,4,5,4,5,4,4,4,3
1121,2,22,3,4,2,3,3,4,2,5,4,4,5,5,4,3,4,3,3
1122,1,35,1,5,5,4,4,5,5,4,5,5,4,3,2,5,5,3,4
1123,1,20,2,5,4,2,4,3,4,5,5,5,4,4,6,4,4,3,4
1124,1,33,4,3,4,3,4,3,4,5,5,6,5,6,5,3,4,3,3
1125,2,36,5,3,2,3,3,2,3,4,3,3,4,4,2,3,3,2,3
1126,1,19,2,4,4,3,3,3,4,6,5,6,4,5,5,5,3,4,4
1127,2,31,3,2,2,3,3,4,3,3,5,4,3,4,4,3,3,5,3
1128,2,29,4,3,4,3,1,1,3,5,4,5,4,4,4,3,3,2,1
1129,2,20,4,4,3,4,2,4,4,4,5,4,4,4,5,3,2,2,3
1130,1,27,1,3,4,4,3,4,4,5,3,4,4,3,3,3,3,3,3
1131,2,27,4,2,2,3,2,1,3,3,4,4,2,4,3,2,2,2,2
1132,1,27,4,1,4,4,4,4,4,3,3,3,3,3,2,3,2,3,3
1133,2,18,3,5,4,2,5,4,5,6,5,5,6,6,5,4,2,4,2
1134,1,49,2,5,6,5,4,5,4,4,6,6,4,5,4,3,4,5,5
1135,2,24,4,4,3,3,4,3,3,5,5,5,6,5,5,4,3,1,2
1136,1,28,3,5,5,4,4,5,6,6,5,6,6,4,5,5,4,4,4
1137,2,30,3,3,4,4,2,3,2,4,3,2,3,1,2,3,4,4,3
1138,1,28,4,5,4,6,4,4,4,4,3,4,3,4,4,4,2,3,4
1139,1,26,4,1,3,2,3,2,3,4,5,4,2,3,4,2,2,2,2
1140,2,34,4,4,3,3,4,4,4,5,5,4,5,5,3,4,4,2,3
1141,1,35,2,3,4,5,3,3,3,5,3,5,5,4,4,3,3,4,3
1142,2,23,4,2,2,1,1,2,3,3,3,3,3,5,4,2,2,3,2
1143,2,23,4,6,5,5,5,6,4,5,5,4,6,5,5,4,3,4,4
1144,1,38,3,3,4,4,3,3,5,4,5,5,5,5,4,6,3,4,4
1145,2,34,2,3,3,3,5,4,4,3,3,4,1,4,4,2,2,1,2
1146,2,28,2,3,3,4,2,4,3,3,5,4,3,4,4,3,3,3,4
1147,2,32,4,4,4,4,4,3,4,3,5,3,4,4,4,3,3,3,3
1148,1,23,5,3,3,2,2,3,3,4,5,4,3,4,4,4,3,2,4
1149,1,35,4,4,3,4,4,3,3,5,3,4,4,5,5,3,3,2,2
1150,2,25,4,2,3,4,3,2,4,2,4,3,3,3,3,3,3,2,2
1151,1,32,4,3,5,4,5,4,3,4,5,5,4,4,3,3,4,2,5
1152,2,18,4,2,2,3,2,3,3,4,4,3,3,4,4,3,2,2,2
1153,1,25,4,3,3,3,3,3,3,4,3,4,3,4,5,3,3,3,4
1154,2,30,4,3,4,3,3,2,4,4,4,4,3,3,5,3,3,4,2
1155,1,29,5,2,4,3,4,4,3,3,3,4,3,3,3,2,2,3,2
1156,2,27,3,3,5,5,4,4,4,4,5,5,5,5,4,3,2,4,3
1157,1,26,4,4,3,3,4,3,3,6,4,6,3,4,6,4,3,3,3
1158,1,36,2,2,5,4,4,4,4,4,2,3,3,3,4,3,3,1,3
1159,1,39,4,4,5,4,4,4,4,3,3,4,4,4,4,3,3,3,3
1160,2,36,1,2,2,1,2,3,2,3,3,3,2,4,3,1,2,2,2
1161,1,24,3,6,5,5,5,6,6,6,2,5,3,4,4,4,3,3,4
1162,1,24,3,3,3,3,3,2,2,2,3,5,5,4,2,3,3,2,3
1163,2,23,3,3,4,3,4,2,3,5,4,4,4,4,4,4,3,4,5
1164,1,27,1,5,3,6,3,3,4,4,5,4,4,6,4,4,3,4,4
1165,2,28,4,2,2,2,4,3,3,4,3,5,3,3,2,3,3,2,2
1166,2,40,3,3,4,3,4,3,3,4,3,3,3,5,4,2,1,3,3
1167,2,31,4,3,2,2,2,2,1,1,1,1,2,3,3,2,2,3,3
1168,1,25,2,3,4,4,3,4,4,5,5,5,4,5,6,4,4,4,3
1169,2,27,2,4,4,3,3,4,3,2,1,2,2,3,4,3,3,1,2
1170,2,24,2,4,4,4,4,3,5,5,4,4,6,5,5,3,2,4,4
1171,2,19,2,3,4,2,3,3,4,4,6,4,4,5,4,2,2,3,2
1172,1,18,4,5,4,3,5,3,5,5,5,6,4,5,6,5,4,5,3
1173,2,35,2,4,2,4,4,4,3,3,4,4,3,2,3,3,5,4,4
1174,2,36,3,3,3,3,4,4,4,5,4,4,5,5,5,3,2,2,2
1175,1,29,5,6,5,5,3,5,5,3,5,4,3,4,3,4,4,3,4
1176,2,18,4,2,1,3,3,2,3,3,5,3,3,4,4,3,3,3,4
1177,1,31,1,5,6,4,5,5,4,3,3,5,4,5,5,5,2,3,3
1178,2,18,4,3,3,2,3,3,4,4,4,4,6,4,4,2,1,2,1
1179,2,25,2,2,2,4,2,3,2,3,3,5,3,2,2,3,2,4,3
1180,1,33,5,6,6,4,6,4,5,4,5,5,6,5,4,4,4,4,4
1181,1,26,3,4,4,4,4,4,4,4,5,5,4,3,5,4,4,2,3
1182,1,27,4,5,5,4,4,4,5,4,4,4,4,3,4,5,4,5,4
1183,1,33,4,5,5,4,6,5,5,5,4,4,5,3,5,5,4,4,3
1184,2,28,4,3,3,3,2,3,4,3,3,3,2,4,2,3,2,1,4
1185,1,31,4,4,5,5,3,4,3,3,4,5,4,4,4,4,4,2,4
1186,2,27,3,4,2,4,4,4,4,5,3,4,4,5,4,4,2,4,3
1187,1,27,4,4,4,4,4,4,5,3,3,5,5,4,3,4,2,3,4
1188,2,31,2,4,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2
1189,1,35,3,6,4,6,5,5,4,5,5,4,4,3,4,4,5,4,4
1190,2,26,3,5,5,4,4,5,3,6,4,4,4,5,5,4,3,4,3
1191,2,30,2,4,3,2,3,2,3,5,4,5,5,5,5,4,2,3,4
1192,1,32,4,4,4,4,5,3,3,5,6,4,4,3,4,5,4,5,5
1193,1,35,3,4,3,4,5,4,5,4,4,5,5,5,4,2,3,3,4
1194,1,27,4,4,6,3,4,3,3,4,4,3,4,5,4,4,5,4,4
1195,1,18,2,3,3,4,4,4,3,4,3,3,2,4,4,3,5,4,2
1196,2,38,4,2,2,3,1,2,2,3,3,3,4,3,4,2,3,3,3
1197,2,32,2,5,3,5,3,4,4,5,5,4,5,5,5,3,3,4,3
1198,2,19,5,3,4,3,5,2,3,3,3,2,3,3,3,3,2,2,2
1199,2,26,2,4,5,3,5,4,4,4,5,3,3,4,4,4,3,6,3
1200,2,25,5,4,3,5,3,3,3,5,6,4,4,5,5,2,3,2,3
